country_name,unit_measure_id,price_month,price_year,commodity_category,predicted_price
India,5,3,2017,Edible Oils,1.1439852964664963
India,5,3,2017,Vegetables,0.5221010138794235
India,5,3,2017,Sweeteners,0.7843619271619771
India,5,3,2017,Miscellaneous,1.7326956195928411
India,5,3,2017,Dairy Products,0.9307594455619114
India,5,3,2017,Salt,0.6490431458602832
India,5,3,2017,Proteins,1.019053386554491
India,5,3,2017,Fuel,1.0200620674352525
Pakistan,5,3,2017,Grains and Cereals,0.678647379236332
Pakistan,5,3,2017,Pulses and Lentils,1.0201581927251093
Pakistan,5,3,2017,Edible Oils,1.2441230297904546
Pakistan,5,3,2017,Vegetables,0.8418737533122793
Pakistan,5,3,2017,Sweeteners,1.3214879681504434
Pakistan,5,3,2017,Miscellaneous,1.7112329283757324
Pakistan,5,3,2017,Dairy Products,1.1016150337950315
Pakistan,5,3,2017,Salt,0.8872331471817329
Pakistan,5,3,2017,Proteins,1.170386003002594
Pakistan,5,3,2017,Fuel,1.0693337853606941
Sri Lanka,5,3,2017,Grains and Cereals,0.7068669708611159
Sri Lanka,5,3,2017,Pulses and Lentils,1.0392764496786544
Sri Lanka,5,3,2017,Edible Oils,1.2528308261183316
Sri Lanka,5,3,2017,Vegetables,0.8347189500015149
Sri Lanka,5,3,2017,Sweeteners,1.070474467518393
Sri Lanka,5,3,2017,Miscellaneous,3.3976220848050964
Sri Lanka,5,3,2017,Dairy Products,1.0951820059402784
Sri Lanka,5,3,2017,Salt,0.9117039732399013
Sri Lanka,5,3,2017,Proteins,1.1868240829844015
Sri Lanka,5,3,2017,Fuel,1.083793200284025
Nepal,5,3,2017,Grains and Cereals,0.7495458416892515
Nepal,5,3,2017,Pulses and Lentils,1.0910290537842342
Nepal,5,3,2017,Edible Oils,1.2932972293434133
Nepal,5,3,2017,Vegetables,0.8388102262593813
Nepal,5,3,2017,Sweeteners,1.3768465836830015
Nepal,5,3,2017,Miscellaneous,3.4335250324499578
Nepal,5,3,2017,Dairy Products,1.1343181512735625
Nepal,5,3,2017,Salt,0.921495784667772
Nepal,5,3,2017,Proteins,1.2337786754809357
Nepal,5,3,2017,Fuel,1.1165474415852177
Bhutan,5,3,2017,Grains and Cereals,0.7654538125904046
Bhutan,5,3,2017,Pulses and Lentils,1.1143705849407175
Bhutan,5,3,2017,Edible Oils,1.3276581926681623
Bhutan,5,3,2017,Vegetables,0.8731711895841306
Bhutan,5,3,2017,Sweeteners,1.4112075470077505
Bhutan,5,3,2017,Miscellaneous,3.4786952180631348
Bhutan,5,3,2017,Dairy Products,1.171023226128284
Bhutan,5,3,2017,Salt,0.9490371520017616
Bhutan,5,3,2017,Proteins,1.2660340174658113
Bhutan,5,3,2017,Fuel,1.1509084049099667
Bangladesh,5,3,2017,Grains and Cereals,0.6213569475990037
Bangladesh,5,3,2017,Pulses and Lentils,0.9924959134357161
Bangladesh,5,3,2017,Edible Oils,1.1114497179608918
Bangladesh,5,3,2017,Vegetables,0.7418409986689924
Bangladesh,5,3,2017,Sweeteners,1.2056540665339401
Bangladesh,5,3,2017,Miscellaneous,3.2692438916898134
Bangladesh,5,3,2017,Dairy Products,0.9654697456544744
Bangladesh,5,3,2017,Salt,0.8307719740532733
Bangladesh,5,3,2017,Proteins,1.0604805369920012
Bangladesh,5,3,2017,Fuel,1.0372436309215458
Costa Rica,5,3,2017,Grains and Cereals,343.1052800524498
Costa Rica,5,3,2017,Pulses and Lentils,343.3594313793374
